word,class,level,definition,synonyms
weave,verb,c1,"to make cloth, a carpet, a basket, etc. by crossing threads or narrow pieces of material across, over and under each other by hand or on a machine called a loom",[]
web,noun,a2,"a system for finding information on the internet, in which documents are connected to other documents",[]
website,noun,a1,"a set of pages on the internet, where a company or an organization, or an individual person, puts information",[]
wedding,noun,a2,"a marriage ceremony, and the meal or party that usually follows it",[]
Wednesday,noun,a1,the day of the week after Tuesday and before Thursday,[]
weed,noun,c1,"a wild plant growing where it is not wanted, especially among crops or garden plants",[]
week,noun,a1,"a period of seven days, either from Monday to Sunday or from Sunday to Saturday",[]
weekend,noun,a1,Saturday and Sunday,[]
weekly,adjective,b2,"happening, done or published once a week or every week",[]
weigh,verb,b1,to have a particular weight,[]
weight,noun,a2,"how heavy somebody/something is, which can be measured in, for example, kilograms or pounds",[]
weird,adjective,b2,very strange or unusual and difficult to explain,[]
welcome,adjective,a1,accepted or wanted somewhere,[]
welcome,noun,a2,"something that you do or say to somebody when they arrive, especially something that makes them feel you are happy to see them",[]
welcome,verb,a1,to say hello to somebody in a friendly way when they arrive somewhere,[]
welfare,noun,b2,"the general health, happiness and safety of a person, an animal or a group",[]
well,adjective,a1,in good health,"[""all right"",""OK"",""fine"",""healthy"",""strong"",""fit""]"
well,adverb,a1,"in a good, right or acceptable way",[]
well,noun,c1,a deep hole in the ground from which people obtain water. The sides of wells are usually covered with brick or stone and there is usually a cover or a small wall at the top of the well.,[]
well-being,noun,c1,general health and happiness,[]
west,adjective,a1,in or towards the west,[]
west,adverb,a1,towards the west,[]
west,noun,a1,the direction that you look towards to see the sun go down; one of the four main points of the compass,[]
western,adjective,b1,located in the west or facing west,[]
wet,adjective,a2,"covered with or containing liquid, especially water","[""moist"",""damp"",""soaked"",""drenched"",""saturated""]"
what,pronoun,a1,used in questions to ask for particular information about somebody/something,[]
whatever,adverb,c1,not at all; not of any kind,[]
whatever,pronoun,b1,any or every; anything or everything,[]
whatsoever,adverb,c1,not at all; not of any kind,[]
wheat,noun,b2,"a plant grown for its grain that is used to produce the flour for bread, cakes, pasta, etc.; the grain of this plant",[]
wheel,noun,a2,"one of the round objects under a car, bicycle, bus, etc. that turns when it moves",[]
when,adverb,a1,at what time; on what occasion,[]
when,conjunction,a1,at or during the time that,[]
when,pronoun,a1,what/which time,[]
whenever,conjunction,b1,at any time that; on any occasion that,[]
where,adverb,a1,in or to what place or situation,[]
where,conjunction,a1,(in) the place or situation in which,[]
whereas,conjunction,b2,used to compare or contrast two facts,[]
whereby,adverb,c1,by which; because of which,[]
wherever,conjunction,b2,in any place,[]
whether,conjunction,b1,used to express a doubt or choice between two possibilities,[]
which,pronoun,a1,used in questions to ask somebody to be exact about one or more people or things from a limited number,[]
while,conjunction,a2,during the time that something is happening; at the same time as something else is happening,[]
while,noun,b1,a period of time,[]
whilst,conjunction,c1,during the time that something is happening; at the same time as something else is happening,[]
whip,verb,c1,"to hit a person or an animal hard with a whip, as a punishment or to make them go faster or work harder",[]
whisper,noun,b2,"a low, quiet voice or the sound it makes",[]
whisper,verb,b2,to speak very quietly to somebody so that other people cannot hear what you are saying,[]
white,adjective,a1,having the colour of fresh snow or of milk,[]
white,noun,a1,the colour of fresh snow or of milk,[]
who,pronoun,a1,"used in questions to ask about the name, identity or function of one or more people",[]
whoever,pronoun,b2,the person or people who; any person who,[]
whole,adjective,a2,full; complete,[]
whole,noun,b1,all that there is of something,[]
wholly,adverb,c1,completely,[]
whom,pronoun,b2,used instead of ‘who’ as the object of a verb or preposition,[]
whose,pronoun,a2,used in questions to ask who something belongs to,[]
why,adverb,a1,used in questions to ask the reason for or purpose of something,[]
wide,adjective,a2,measuring a large distance from one side to the other,[]
widely,adverb,b2,by a lot of people; in or to many places,[]
widen,verb,c1,to become wider; to make something wider,[]
widespread,adjective,b2,existing or happening over a large area or among many people,[]
widow,noun,c1,a woman whose husband or wife has died and who has not married again,[]
width,noun,c1,the measurement from one side of something to the other; how wide something is,[]
wife,noun,a1,the woman that somebody is married to; a married woman,[]
wild,adjective,a2,living or growing in natural conditions; not kept in a house or on a farm,[]
wildlife,noun,b2,"animals, birds, insects, etc. that are wild and live in a natural environment",[]
will,noun,b1,the ability to control your thoughts and actions in order to achieve what you want to do; a strong and determined desire to do something that you want to do,[]
willing,adjective,b2,not objecting to doing something; having no reason for not doing something,[]
willingness,noun,c1,the quality of being happy and ready to do something,[]
win,noun,b1,"a victory in a game, contest, etc.",[]
win,verb,a1,"to be the most successful in a competition, race, battle, etc.",[]
wind,noun,a2,air that moves quickly as a result of natural forces,[]
wind,verb,b2,to make somebody unable to breathe easily for a short time,[]
window,noun,a1,"an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come in and people to see out; the glass in a window",[]
wine,noun,a1,an alcoholic drink made from the juice of grapes that has been left to ferment. There are many different kinds of wine.,[]
wing,noun,b1,"one of the parts of the body of a bird, insect or bat that it uses for flying",[]
winner,noun,a2,"a person, a team, an animal, etc. that wins something",[]
winter,noun,a1,"the coldest season of the year, between autumn and spring",[]
wipe,verb,c1,"to rub something against a surface, in order to remove dirt or liquid from it; to rub a surface with a cloth, etc. in order to clean it",[]
wire,noun,b2,metal in the form of thin thread; a piece of this,[]
wisdom,noun,b2,the ability to make sensible decisions and give good advice because of the experience and knowledge that you have,[]
